Name,Book,Feat Type,Bonus Feat?,Prerequisites,Description
Versatile Spellcaster,RotD 101,General,No,Ability to spontaneously cast spells,Use two lower-level slots to cast a higher-level spell
Wyrmgrafter,RotD 101,Item Creation,No,"Heal 10 ranks, Knowledge (arcana) 5 ranks",Create and apply draconic grafts
Entangling Exhalation,RotD 101,Breath Channeling,No,"Dragonblood subtype, breath weapon",Channel breath weapon to entangle enemies
Exhaled Barrier,RotD 101,Breath Channeling,No,"Dragonblood subtype, breath weapon",Channel breath weapon to create wall of energy
Exhaled Immunity,RotD 102,Breath Channeling,No,"Dragonblood subtype, breath weapon",Channel breath weapon to grant immunity to energy type
Extra Exhalation,RotD 102,Breath Channeling,No,"Dragonblood subtype, breath weapon with limited uses per day",Gain an additional use of your breath weapon
Furious Inhalation,RotD 102,Breath Channeling,No,"Dragonblood subtype, Con 13, ability to rage or frenzy, bite attack, breath weapon",Channel breath weapon to add energy damage to bite while raging
Draconic Heritage,RotD 102,Draconic,No,Sorcerer level 1st,"Gain class skill, dragonblood subtype, and bonus on saves against magic sleep and paralysis"
Draconic Arcane Grace,RotD 102,Draconic,No,"Draconic Heritage, sorcerer level 1st",Give up a spell slot for a bonus on a saving throw
Draconic Breath,RotD 102,Draconic,No,"Draconic Heritage, sorcerer level 1st",Convert spell energy into a breath weapon
Draconic Claw,RotD 102,Draconic,No,"Draconic Heritage, sorcerer level 1st",Gain claws and make a swift claw attack when you cast a spell
Draconic Flight,RotD 102,Draconic,No,"Draconic Heritage, sorcerer level 1st","After casting a spell, fly for the rest of your turn"
Draconic Legacy,RotD 104,Draconic,No,Any four draconic feats,Gain spells known based on your draconic heritage
Draconic Persuasion,RotD 104,Draconic,No,"Draconic Heritage, sorcerer level 1st",Spellcasting grants a bonus on select Charisma-based skills
Draconic Power,RotD 104,Draconic,No,"Draconic Heritage, sorcerer level 1st", +1 caster level and save DC for spells of the energy type associated with your draconic heritage
Draconic Presence,RotD 104,Draconic,No,"Draconic Heritage, sorcerer level 1st",Render lower-HD opponents shaken when you cast a spell
Draconic Resistance,RotD 105,Draconic,No,"Draconic Heritage, sorcerer level 1st",Gain energy resistance based on number of draconic feats you have
Draconic Skin,RotD 105,Draconic,No,"Draconic Heritage, sorcerer level 1st",Your natural armor bonus increases by 1
Draconic Toughness,RotD 105,Draconic,No,"Draconic Heritage, sorcerer level 1st",Gain 2 hit points for each draconic feat you have
Spell Rehearsal,RotD 105,Tactical,No,Caster level 1st,Gain benefits from repetitious spellcasting
Wing Expert,RotD 105,Tactical,No,"Flyby Attack, wings and a glide or fly speed",Use your wings for tactical advantages
Able Sniper,RotW 148,General,No,"Dex 13, Hide 5 ranks"," +2 bonus on ranged attacks against distant flat-footed targets, +4 bonus on Hide checks after sniping attack"
Aerial Reflexes,RotW 148,General,No,none,Gain Reflex save bonus based on maneuverability
Aerial Superiority,RotW 148,General,No,none, +1 dodge bonus against less maneuverable opponents
Agile Athlete,RotW 148,General,No,"Climb 1 rank, Jump 1 rank",Use Dex modifier for Climb and Jump checks
Battle Casting,RotW 148,General,No,"Dex 13, Concentration 5 ranks, Combat Casting", +2 dodge bonus while casting spells
Born Flyer,RotW 148,General,No,Dex 13," +4 bonus on saves and checks to maneuver when aloft, can take feats with natural fly speed prerequisite"
Catfolk Pounce,RotW 148,General,Fighter,"Catfolk, Dex 13",Gain full attack against a flat-footed target on a charge
Centaur Trample,RotW 148,General,Fighter,"Centaur, Dex 15",Gain a hoof attack against foes you overrun
Coordinated Strike,RotW 149,General,No,"Animal companion or special mount class feature, Handle Animal 5 ranks", +1 bonus on attacks when your animal companion or special mount attacks the same target
Dallah Thaun’s Luck,RotW 149,General,No,"Halfling, Cha 13",Gain +5 bonus on one saving throw per day
Defensive Archery,RotW 150,General,Fighter,Point Blank Shot, +4 dodge bonus against attacks of opportunity
Diving Charge,RotW 150,General,No,none,Gain extra damage when diving to attack while flying
Elf Dilettante,RotW 150,General,No,"Elf, Int 13", +1 bonus on all untrained skill checks
Expeditious Dodge,RotW 150,General,Fighter,Dex 13,"Gain +2 dodge bonus when you move 40 feet in a round, can take feats with Dodge feat prerequisite"
Flick of the Wrist,RotW 150,General,No,"Dex 17, Sleight of Hand 5 ranks, Quick Draw",Catch your opponent flat-footed by drawing your weapon and attacking in the same round
Focused Mind,RotW 151,General,No,"Elf, Concentration 2 ranks", +2 bonus when taking 10 or taking 20 on Intelligence checks
Gnoll Ferocity,RotW 151,General,No,"Gnoll, rage or frenzy ability",Gain bite attack for 1d6 points of damage
Improved Flight,RotW 151,General,No,Natural fly speed,Maneuverability class improves by one category
Killoren Ancient,RotW 151,General,No,Killoren, +4 insight bonus to Knowledge skill
Killoren Destroyer,RotW 151,General,No,Killoren,Daze foes with your killoren smite attack
Killoren Hunter,RotW 151,General,No,Killoren,Pinpoint the location of living creatures
Lightfeet,RotW 151,General,No,"Elf, Dex 13, Balance 2 ranks, Move Silently 2 ranks","Move quietly, leaving behind few traces"
Magic of the Land,RotW 152,General,No,"Ability to cast 1st-level spells, Concentration 5 ranks, Knowledge (nature) 5 ranks, Spellcraft 5 ranks","Draw on nature’s power to infuse your spells with positive energy, curing 2 points of damage per spell level"
Plunging Shot,RotW 152,General,No,"Dex 13, Point Blank Shot",Deal an additional 1d6 points of damage against targets at least 30 feet below you
Shared Fury,RotW 152,General,No,"Animal companion class feature, rage class feature, Handle Animal 4 ranks",Your animal companion rages with you
Underfoot Combat,RotW 152,General,No,"Small or smaller, Tumble 10 ranks","Occupy same square as a Large or larger creature, gaining +4 bonus to AC"
Yondalla’s Sense,RotW 152,General,No,Halfling,Add Wisdom bonus on initiative checks.
Confound the Big Folk,RotW 153,Tactical,No,"Small or smaller, Tumble 10 ranks, Underfoot Combat",Gain three tactical maneuvers when moving into the square of a foe at least two size categories larger
Winged Warrior,RotW 153,Tactical,Fighter,"Hover, must have wings, base attack bonus +4",Gain three tactical maneuvers using your wings
Wolfpack,RotW 153,Tactical,No,"Dex 15, Dodge, Mobility, Spring Attack, base attack bonus +6",Gain three tactical maneuvers involving allies
Woodland Archer,RotW 154,Tactical,Fighter,"Point Blank Shot, base attack bonus +6",Gain three ranged attack tactical maneuvers
Blazing Berserker,Sand 49,General,No,Ability to rage,Gain the fire subtype while raging
Blessed by Tem-Et-Nu,Sand 49,General,No,"Patron deity Tem-Et-Nu, ritual",Special favor of Tem-Et-Nu
Drift Magic,Sand 49,General,No,"Knowledge (local) 4, ability to cast spells",Use of drift magic
Eagle’s Fury,Sand 49,General,No,"Dex 15, proficiency with weapon",Extra attack with the eagle’s claw
Heat Endurance,Sand 50,General,No,Base Fort save +2,"+2 on saves against fire, heat protection 1"
Improved Heat Endurance,Sand 50,General,No,"Base Fort save +6, Heat Endurance","Fire resistance 5, heat protection 3"
Judged by Aurifar,Sand 50,General,No,"Patron deity Aurifar, ritual",Special favor of Aurifar
Light of Aurifar,Sand 51,General,No,"Ability to turn or rebuke undead, access to the Fire or Sun domain",Turned or rebuked undead takes 2d6 fire damage
Pharaoh’s Fist,Sand 51,General,Fighter,"Str 15, Improved Unarmed Strike, Stunning Fist",Foe and adjacent creatures stunned by thundering blow
Priest of the Waste,Sand 51,General,No,"Access to Fire, Summer, Sun, Travel, or Water domain",Spontaneously cast certain waste-related spells
Rattlesnake Strike,Sand 51,General,Fighter,"Wis 15, Improved Initiative, Improved Unarmed Strike, Stunning Fist",Deal Con damage with your unarmed strike
Sand Camouflage,Sand 51,General,No,"Sandskimmer, Hide 5 ranks",Quickly bury yourself in sand to gain a Hide bonus
Sand Dancer,Sand 52,General,No,"Wis 13, Tumble 4 ranks",Blind foe with thrown sand during another attack
Sand Spinner,Sand 52,General,No,"Wis 13, Tumble 8 ranks, Sand Dancer",Blind foes in 5-ft. radius with thrown sand
Sand Snare,Sand 52,General,No,"Combat Expertise, Improved Trip",Foe is hindered in rising when knocked prone in sand
Sandskimmer,Sand 52,General,No,none,You can ignore some difficulties of moving on sand
Scorpion’s Grasp,Sand 52,General,No,"Str 13, Dex 13, Improved Unarmed Strike, Improved Grapple",Begin grapple with a melee strike
Scorpion’s Instincts,Sand 53,General,No,"Dex 13, Hide 5 ranks",Become stealthy like a scorpion
Scorpion’s Resolve,Sand 53,General,No,none, +4 bonus on saves against mind-affecting spells and abilities
Scorpion’s Sense,Sand 53,General,No,Scorpion’s Resolve,Minor tremorsense
Serpent Fang,Sand 53,General,No,"Wis 15, Improved Unarmed Strike, Stunning Fist",Project your ki to deal unarmed damage 5 ft. beyond your normal reach
Touchstone,Sand 53,General,No,Knowledge (local) 8 ranks or native 250-gp item,You can use touchstone sites
Searing Spell,Sand 53,Metamagic,No,none,Your fire spells deal damage to fire-resistant creatures
Fiery Spell,Sand 49,Metamagic,No,none, +1 point of damage per die for fire spells
Ability Focus,SS 30,General,No,Special attack,Add +2 to the DC for all saving throws against the special attack on which you focus
Area Attack,SS 30,General,No,"Str 19, Huge size, Power Attack",Pick up a heavy object and attack an area as a standard action
Assume Supernatural Ability,SS 30,General,No,"Wis 13, must have magically assumed a new form",You learn to use a single supernatural ability of another kind of creature while assuming its form
Improved Assume Supernatural Ability,SS 35,General,No,"Wis 17, Assume Supernatural Ability, must have magically assumed a new form","As Assume Supernatural Ability, except that you do not take the –2 penalty on all attack rolls, saves, skill checks, and ability checks when using it"
Blowhard,SS 31,General,No,"Con 20, Huge size, Power Attack",Use your breath to affect all creatures in a cone 5 feet in length per point of your Con bonus
Controlled Respiration,SS 31,General,No,"Time limit on remaining out of water, Endurance",You can control your breathing so as to remain out of water for longer
Crush,SS 31,General,No,Huge size,"You can jump or fall onto opponents, using your whole body to crush them"
Cumbrous Dodge,SS 31,General,No,"Dodge, Tumble 4 ranks","As a free action, you gain a +2 bonus to your Armor Class for the rest of the current encounter, then are fatigued"
Cumbrous Fortitude,SS 31,General,No,Great Fortitude,"Gain +6 bonus on a Fort saving throw; regardless of outcome, you are staggered"
Cumbrous Reflexes,SS 31,General,No,Lightning Reflexes,"Gain +6 bonus on a Reflex saving throw; regardless of outcome, you are prone and dazed"
Cumbrous Will,SS 31,General,No,Iron Will,"Gain +6 bonus on a Will saving throw; regardless of outcome, you are shaken"
Fling Enemy,SS 34,General,No,"Str 23, Huge size, improved grab",Fling a grappled enemy who is two or more size categories smaller than you
Great Flyby Attack,SS 35,General,No,"Fly speed, Flyby Attack","When flying, you can move up to your fly speed in a straight line and attack a number of opponents equal to your Dex bonus"
Improved Flyby Attack,SS 36,General,No,"Fly speed, Dodge, Flyby Attack, Mobility","When flying, you can take a move action (including a dive) and another partial action at any point during the move"
Gape of the Serpent,SS 35,General,No,Swallow whole,You can swallow a creature of up to your own size category
Improved Scent,SS 36,General,No,Scent ability,You can detect approaching enemies and sniff out hidden foes within 60 feet
Uncanny Scent,SS 40,General,No,"Scent ability, Improved Scent",You can pinpoint the location of a scent when within 20 feet
Inured to Energy,SS 36,General,No,Resistance to energy,Your existing resistance to one type of energy increases by 10
Involuntary Rage,SS 36,General,No,"Con 20, Toughness",Extreme pain drives you berserk
Mighty Leaping,SS 37,General,No,"Str 21, Dodge, Mobility, Jump 9 ranks or a racial bonus on Jump checks",You gain a +10 competence bonus on Jump checks
Pain Mastery,SS 37,General,No,"Con 20, Toughness","Injuries send you into a fury, increasing your physical power"
Power Dive,SS 38,General,No,"Str 15, fly speed (average maneuverability)",You can fall upon an opponent from the sky
Quick Change,SS 38,General,No,"Dex 15, alternate form ability",The time it takes for you to change forms is reduced 
Quicken Spell-Like Ability,SS 38,General,No,Spell-like ability caster level 8th,Use chosen spell-like ability as a quickened spell-like ability three times per day
Reverberation,SS 39,General,No,Sonic-based attack,Add +2 to the DC of all saving throws against your sonic attack
Roll With It,SS 39,General,No,"Con 20, Toughness",You gain damage reduction 2/–
Scramble,SS 39,General,No,"Dex 15, Small size or smaller, improved evasion",Your slippery ways allow you to evade a damaging blow
Stamp,SS 39,Monstrous,No,"Huge size, must have feet, Trample",You can stamp the ground to crush and disrupt opponents
Supernatural Transformation,SS 39,General,No,Innate spell-like ability,One of your innate spell-like abilities becomes a supernatural ability
Thunderclap,SS 40,General,No,"Str 30, Improved Unarmed Strike, Power Attack",You create a cone of deafening sound by clapping two limbs together
Vicious Wound,SS 40,General,No,"Expertise, wounding special attack",Damage you deal causes wounds that bleed excessively
Deep Denizen,SS 32,Background,No,Underground terrain,You gain a +2 competence bonus on Listen checks and a +4 competence bonus when tracking by scent
Desert Dweller,SS 32,Background,No,Desert terrain,"Fort save vs heat subdual damage is reduced, can go longer without water"
Grass Trekker,SS 35,Background,No,Plains terrain,"You gain a +2 competence bonus on Jump checks, no need for forced march checks up to 12 hours"
Peak Hopper,SS 37,Background,No,Hill or mountain terrain,You gain a +2 competence bonus on Balance and Climb checks
Swamp Stalker,SS 40,Background,No,Marsh terrain,"You gain a +2 competence bonus on Swim checks and on Strength checks to break free of nets, webs, entangle spells, and similar hindrances"
Treefriend,SS 40,Background,No,Forest terrain,You gain a +2 competence bonus on Climb checks and on Survival checks to avoid becoming lost in the forest
